source_row_idx,ocid,tender_title,tender_datePublished,tender_procurementMethod,tender_numberOfTenderers,tender_value_amount,award_value_amount,buyer_name,supplier_name,flag_single_bidder,flag_short_title,flag_short_description,flag_q4_timing,flag_price_deviation,flag_high_value,flag_direct_procurement,flag_count,risk_label,verified_label,confidence,notes
1644,ocds-20h3g7-RUP-6834052-39186899,Peningkatan Jalan Usaha Tani (Jalan Produksi Perkebunan) Desa Long Gelang Kecamatan Long Ikis,2023-01-07 11:12:37,,,,,Pemerintah Daerah Kabupaten Paser,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
16018,ocds-20h3g7-RUP-6331336-39543615,Pembangunan Jalan Kelapa Kuala Pembuang Satu Kec. Seruyan Hilir,2023-02-02 12:00:20,,,,,Pemerintah Daerah Kabupaten Seruyan,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
26507,ocds-20h3g7-18326036,Konsultan Perencana Rehabilitasi Gedung Kantor Dinas Kesehatan Prov. SulSel,2023-02-20 00:00:00,,,572282830.0,557775000.0,Pemerintah Daerah Provinsi Sulawesi Selatan,PT. SULAPAAPPA MEDIA UTAMA,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
28901,ocds-20h3g7-RUP-2495593-42173153,Rehabilitasi dan Penambahan Ruangan Gedung Balai Peyuluhan KB Kecamatan Bawolato,2023-02-23 17:55:48,,,,,Pemerintah Daerah Kabupaten Nias,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
14830,ocds-20h3g7-RUP-2512301-40403387,Pembangunan Ruang Laboratorium Komputer beserta perabotnya SDN 09 SUNGAI AUR,2023-02-01 09:50:46,,,,,Pemerintah Daerah Kabupaten Pasaman Barat,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
7212,ocds-20h3g7-RUP-4053645-38230210,Lanjutan Pengecoran Jalan Panji Kuba Gadang Jorong Labuah Nagari Sungai Batang Kec. Tanjung Raya Kab. Agam,2023-01-18 15:30:31,,,,,Pemerintah Daerah Kabupaten Agam,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
548,ocds-20h3g7-RUP-13514012-39065264,Konsultan Supervisi Pembangunan dan Penataan Sarana dan Prasarana POLDA Kalimantan Tengah (Lanjutan),2023-01-05 15:18:37,,,,,Pemerintah Daerah Provinsi Kalimantan Tengah,,False,False,False,False,False,False,False,0,0,,low,Insufficient context for confident assessment
31237,ocds-20h3g7-RUP-14934103-42041779,Belanja Barang untuk diserahkan pada Masyarakat (Pelaksanaan Pembangunan Pemugaran / Peremajaan Permukiman Kumuh Desa Belimbing Kec. Belimbing Kab. Muara Enim),2023-02-28 14:00:00,,,,,Pemerintah Daerah Provinsi Sumatera Selatan,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
31397,ocds-20h3g7-RUP-13164176-39549266,Peningkatan Jalan Usaha Tani (Laterit) K.T Rukun Makmur Desa Sungai Melawen,2023-02-28 18:14:16,,,,,Pemerintah Daerah Kabupaten Kotawaringin Barat,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
31311,ocds-20h3g7-RUP-3436431-42317008,PENINGKATAN JALAN TANJUNG AGUNG - TRANS TANJUNG AGUNG KEC. TETAP,2023-02-28 16:02:33,,,,,Pemerintah Daerah Kabupaten Kaur,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
6039,ocds-20h3g7-RUP-83542064-39530255,Pembangunan Jaringan Perpipaan dan Bangunan Pendukung SPAM IKK Ngabang Bukit Bunut Kecamatan Ngabang Kabupaten Landak,2023-01-16 19:57:27,,,,,Kementerian Pekerjaan Umum dan Perumahan Rakyat,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
33485,ocds-20h3g7-6919628,Pengembangan Jaringan Distribusi dan Sambungan Rumah (SR) Cot Pange Kec. Darul Hikmah (DAK 2023),2023-03-03 00:00:00,,,415000000.0,412422306.09,Pemerintah Daerah Kabupaten Aceh Jaya,CV. PASE RAJA CO,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
17983,ocds-20h3g7-RUP-9130156-40167897,DAK-2023 Pembangunan Ruang Guru Beserta Perabotnya SDN 2 Seriguna Kec. Teluk Gelam ( 1 Ruang ),2023-02-06 15:03:53,,,,,Pemerintah Daerah Kabupaten Ogan Komering Ilir,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
6867,ocds-20h3g7-3463576,PENGADAAN PERAWATAN KENDARAAN BERMOTOR RODA 4/6/10 DITINTELKAM POLDA METRO JAYA T.A.2023,2023-01-18 00:00:00,,,361300000.0,358515000.0,Kepolisian Negara Republik Indonesia,CV.CIPTA SUKSES RAYA,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
7686,ocds-20h3g7-RUP-2171618-40010173,Pemeliharaan Berkala Jalan Hotmix Ruas Jalan Langgur - Ngilngof- Namar,2023-01-19 07:01:40,,,,,Pemerintah Daerah Kabupaten Maluku Tenggara,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
18280,ocds-20h3g7-1412536,Jasa Konsultansi Perencanaan Pembangunan Gedung BPKB Ditlantas Polda Kepulauan Riau T.A. 2023,2023-02-07 00:00:00,,,859844000.0,703544000.0,Kepolisian Negara Republik Indonesia,cv.abhista konsultan,False,False,False,False,False,False,False,0,0,,low,Insufficient context for confident assessment
12665,ocds-20h3g7-RUP-24701016-39654165,Pengawasan Pembangunan Shelter Evakuasi Tsunami SDN 2 Maligi Kec. Ranah Pasisia (Lanjutan),2023-01-30 08:33:11,,,,,Pemerintah Daerah Provinsi Sumatera Barat,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
21114,ocds-20h3g7-5143549,Pembangunan Jembatan Sungai Diski Desa Paya Bakung Kec. Hamparan Perak,2023-02-10 00:00:00,,,5235644215.0,5005074618.03,Pemerintah Daerah Kabupaten Deli Serdang,CV. RAZASA AGUNG,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
19662,ocds-20h3g7-RUP-3957633-40085089,[-] Pembangunan Ruang Guru SMPN 13 Ruteng Kec. Ruteng (DAU -SG),2023-02-08 10:49:35,,,,,Pemerintah Daerah Kabupaten Manggarai,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
8320,ocds-20h3g7-RUP-11189034-39497150,Konsultan Perencanaan Perbaikan Rumah Tidak Layak Huni Kecamatan Sukmajaya,2023-01-20 07:29:56,,,,,Pemerintah Daerah Kota Depok,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
19884,ocds-20h3g7-RUP-8356496-39400823,PEMBANGUNAN RUANG UKS BESERA PERABOTNYA SMPN 6 Sengah Temila,2023-02-08 15:15:33,,,,,Pemerintah Daerah Kabupaten Landak,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
8573,ocds-20h3g7-RUP-19002170-40156793,Pembangungan Gedung Ruang Kelas Baru MAN 1 Cirebon Kabupten Cirebon,2023-01-21 17:26:44,,,,,Kementerian Agama,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
2292,ocds-20h3g7-RUP-3235277-39295948,Pembangunan Taman Wisata Olahraga di Kawasan Salib Kasih (DAK Fisik),2023-01-09 18:07:41,,,,,Pemerintah Daerah Kabupaten Tapanuli Utara,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
14747,ocds-20h3g7-37778011,Pengadaan Jasa Layanan Pengiriman Pesan One-Time Password (OTP) dan Notifikasi Pendukung Aplikasi SAKTI Tahun 2023,2023-02-01 00:00:00,,,7394228000.0,7110511260.0,Kementerian Keuangan,PT Metra-Net,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
7043,ocds-20h3g7-RUP-37737011-39865465,Pemeliharaan PABX dan Operator Telepon di Kementerian Sekretariat Negara,2023-01-18 08:07:19,,,,,Kementerian Sekretariat Negara,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
33414,ocds-20h3g7-4092489,Pekerjaan Tapal Batas Kehutanan (Pemenuhan Kewajiban IPPKH jalan Trans Mentawai),2023-03-03 00:00:00,,,2441695416.0,2246130288.0,Pemerintah Daerah Kabupaten Kepulauan Mentawai,PT. Meganesia Tirta Foresta,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
17455,ocds-20h3g7-4542254,Paket 1 (Satu) Survey Kondisi Permukaan Badan Jalan dan Jembatan (Updating),2023-02-06 00:00:00,,,608768641.98,567654000.0,Pemerintah Daerah Kabupaten Pelalawan,CV. KARYA ANUGRAH KONSULTAN,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
33415,ocds-20h3g7-2453371,Penyusunan Detail Engineering Design (DED) Factory Sharing (Provinsi D.I Yogyakarta),2023-03-03 00:00:00,,,453546000.0,401653500.0,Kementerian Koperasi dan Usaha Kecil dan Menengah,PT.AZEVEDOPRATAMA CONSULTANTS,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
25864,ocds-20h3g7-RUP-2282562-41202985,Pembangunan Rumah Dinas Guru Beserta Perabotnya SMPN Satap Lailori,2023-02-17 11:36:56,,,,,Pemerintah Daerah Kabupaten Sumba Tengah,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
6137,ocds-20h3g7-RUP-10097423-39827884,"Belanja Hibah Barang kepada Badan dan Lembaga yang Bersifat Nirlaba-Hibah Kepada SMPS FATHUL HUDA SAYUNG Karanggawang, Sidorejo, Kec. Sayung untuk Pembangunan ruang laboratorium komputer",2023-01-16 21:49:20,,,,,LPSE Kabupaten Demak,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
26446,ocds-20h3g7-9599065,PEMBUATAN FOTO TEGAK MENGGUNAKAN PESAWAT UDARA NIRAWAK (PUNA) DALAM RANGKA PENDAFTARAN TANAH SISTEMATIS LENGKAP  PADA KANTOR PERTANAHAN KABUPATEN KAMPAR,2023-02-20 00:00:00,,,1139729998.49,869599197.0,Kementerian Agraria dan Tata Ruang/BPN,PT GEO SURVEY PERSADA INDONESIA,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
16189,ocds-20h3g7-RUP-7360257-41133863,Peningkatan Jalan dengan Pembangunan Paving RT.001 dan RT.002 RW.002 Kelurahan Karangboyo Kecamatan Cepu KAB. BLORA,2023-02-02 14:44:35,,,,,Pemerintah Daerah Kabupaten Blora,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
7130,ocds-20h3g7-RUP-7486319-38578093,Belanja Fasilitasi Mitigasi Bencana Alam Wisata Air Terjun Madakaripura DAK FISIK 2023 pada Sub.giat Pengadaan/Pemeliharaan/Rehabilitasi Sarana dan Prasarana dalam Pengelolaan Destinasi Pariwisata Kabupaten/Kota di Kegiatan Pengelolaan Destinasi Pariwisata Kabupaten/Kota,2023-01-18 13:18:29,,,,,Pemerintah Daerah Kabupaten Probolinggo,,False,False,False,False,False,False,False,0,0,0.0,high,Consistent with observed red flags
29259,ocds-20h3g7-6605309,PEMBANGUNAN JARINGAN IRIGASI DIR SELAT GUNTUNG,2023-02-24 00:00:00,,,2399999145.0,2109231982.23,Pemerintah Daerah Kabupaten Siak,CV. Riau Gemilang Konstruksi,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
543,ocds-20h3g7-RUP-9820104-38990300,Konsultan Penyusun AMDAL Pembangunan Rumah Susun Semanggi,2023-01-05 14:37:42,,,,,Pemerintah Daerah Kota Surakarta,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
27019,ocds-20h3g7-RUP-2741594-39948875,Pembangunan Longsoran Jalan SP 1 - SP 2,2023-02-20 22:40:37,,,,,Pemerintah Daerah Kabupaten Tana Tidung,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
11928,ocds-20h3g7-RUP-20370044-40611547,PENGADAAN HAR SATPAS,2023-01-28 19:34:31,,,,,Kepolisian Negara Republik Indonesia,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
3112,ocds-20h3g7-RUP-12263415-39365267,PENINGKATAN JALAN DESA KEC. KENDURUAN (PAKET 1),2023-01-11 05:40:52,,,,,Pemerintah Daerah Kabupaten Tuban,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
18160,ocds-20h3g7-RUP-3348321-41345732,SATUAN BIAYA  BIAYA MATERIAL RUMAH PERMANEN,2023-02-06 20:09:29,,,,,Pemerintah Daerah Kabupaten Malinau,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
31438,ocds-20h3g7-RUP-1744494-42345406,Rehab ruang ICU,2023-02-28 21:46:58,,,,,Pemerintah Daerah Kabupaten Simalungun,,False,True,True,False,False,False,False,2,1,1.0,high,Consistent with observed red flags
17482,ocds-20h3g7-18398036,Perencanaan Teknis DI Lengkong Pini di Kab. Luwu,2023-02-06 00:00:00,,,299994150.0,281940000.0,Pemerintah Daerah Provinsi Sulawesi Selatan,PT. INOVASI KONSULINDO RAYA,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
20372,ocds-20h3g7-RUP-31220601-41480488,Penyusunan DED Pembangunan dan Peningkatan Jembatan I,2023-02-09 09:27:14,,,,,Pemerintah Daerah Kabupaten Bogor,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
28951,ocds-20h3g7-23316198,Perencanaan Peningkatan Jalan Desa Sukamaju,2023-02-24 00:00:00,,,184048545.0,174769500.0,Pemerintah Daerah Kabupaten Kutai Kartanegara,CV. ANUGRAH KARYA MANDIRI,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
13797,ocds-20h3g7-RUP-3398188-39434234,Penggantian Jembatan Ruas Jalan Teluk Empening - Permata,2023-01-31 10:22:38,,,,,Pemerintah Daerah Kabupaten Kubu Raya,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
7135,ocds-20h3g7-RUP-14453025-34422211,Pembangunan Kolam FPIK dan Sistem Sirkulasi - FPIK Unsoed,2023-01-18 13:29:13,,,,,Kementerian Pendidikan dan Kebudayaan,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
9624,ocds-20h3g7-5812245,Pembangunan Jalan Kawasan PUSPEMKAB Segmen 1 Lanjutan (Betonisasi) Kecamatan Ciruas,2023-01-25 00:00:00,,,11700000000.0,10530000000.0,Pemerintah Daerah Kabupaten Serang,"Bangkit Karya Cont, CV",False,False,False,False,False,True,False,1,1,1.0,high,Consistent with observed red flags
9164,ocds-20h3g7-83536064,Penyusunan Sistem Pengendali Banjir Citarum Hulu,2023-01-24 00:00:00,,,4999932000.0,4453225650.0,Kementerian Pekerjaan Umum dan Perumahan Rakyat,PT. DWI ELTIS KONSULTAN,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
18833,ocds-20h3g7-RUP-4192357-40117777,TPT Desa Sentul,2023-02-07 11:39:02,,,,,Pemerintah Daerah Kabupaten Ogan Ilir,,False,True,True,False,False,False,False,2,1,1.0,high,Consistent with observed red flags
28262,ocds-20h3g7-RUP-24232638-42125029,Rhb. Rumdis K-45 5KK Yonzikon 12/KJ di Palembang,2023-02-22 22:19:29,,,,,Kementerian Pertahanan,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
24714,ocds-20h3g7-RUP-13204361-41801150,Review Design D.I. Goal,2023-02-15 18:37:28,,,,,Pemerintah Daerah Provinsi Maluku Utara,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
24600,ocds-20h3g7-RUP-4294357-41511811,Rehab Venue Pencak Silat,2023-02-15 15:02:24,,,,,Pemerintah Daerah Kabupaten Ogan Ilir,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
7342,ocds-20h3g7-RUP-2094720-40015546,Pembangunan Bus Air Roro - DAK,2023-01-18 19:15:02,,,,,Pemerintah Daerah Kabupaten Buru Selatan,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
34785,ocds-20h3g7-RUP-1034532-38210300,PEMELIHARAAN RANMOR R - 4 / 6 / 10 ( Polsek ),2023-03-06 17:03:06,,,,,Kepolisian Negara Republik Indonesia,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
25503,ocds-20h3g7-7797108,DED Rechanneling The City,2023-02-17 00:00:00,,,380822000.0,373226400.0,Pemerintah Daerah Kota Semarang,CV. Mitra Muda Rekayasa,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
2850,ocds-20h3g7-83354064,Pembangunan Saluran Primer Ring Drain Dalam Pengendali Banjir Kota Sampit (Sei Mentawa),2023-01-11 00:00:00,,,27700350000.0,22160280000.0,Kementerian Pekerjaan Umum dan Perumahan Rakyat,GRIYA FORTUNA BUUN,False,False,False,False,False,True,False,1,1,1.0,high,Consistent with observed red flags
27395,ocds-20h3g7-RUP-3586354-40481206,Penanganan Long Segment Jalan Pendidikan Kec. Sambas,2023-02-21 11:09:15,,,,,Pemerintah Daerah Kabupaten Sambas,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
2512,ocds-20h3g7-RUP-19095170-39326316,Fisik Gedung Kontruksi MAN 2 Grobogan,2023-01-10 08:12:29,,,,,Kementerian Agama,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
5499,ocds-20h3g7-RUP-5725311-39669339,Jasa Konsultansi Pengawasan Rekonstruksi Jalan I,2023-01-15 20:13:08,,,,,Pemerintah Daerah Kabupaten Musi Rawas,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
18769,ocds-20h3g7-RUP-3349295-38431955,Pembangunan Drainase Sakita - Mendui,2023-02-07 11:17:29,,,,,Pemerintah Daerah Kabupaten Morowali,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
20024,ocds-20h3g7-RUP-4851405-41487493,Pembangunan Ruang Kelas Baru SDN 1 Bungi,2023-02-08 19:48:08,,,,,Pemerintah Daerah Kota Bau-Bau,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
11570,ocds-20h3g7-RUP-4506264-39824127,Pembangunan Saluran Drainase Jalan Desa Gunung Mulia,2023-01-28 02:10:04,,,,,Pemerintah Daerah Kabupaten Penajam Paser Utara,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
24337,ocds-20h3g7-RUP-7172206-41753291,Rehabilitasi Ruang Kelas SDN 163 Cempa (DAU),2023-02-15 09:38:20,,,,,Pemerintah Daerah Kabupaten Pinrang,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
35257,ocds-20h3g7-RUP-8435427-42308799,Perluasan SPAM Jaringan Perpipaan Desa Hampang Kec. Hampang,2023-03-07 11:17:12,,,,,Pemerintah Daerah Kabupaten Kotabaru,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
19734,ocds-20h3g7-RUP-5837639-41419480,Pembangunan Jembatan Depan Waanal - Kwamki Narama (10 m),2023-02-08 11:31:33,,,,,Pemerintah Daerah Kabupaten Mimika,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
14259,ocds-20h3g7-RUP-2421676-40922141,Peningkatan Jaringan Irigasi DI. Sei Muka (DAK),2023-01-31 15:39:36,,,,,Pemerintah Daerah Kabupaten Batubara,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
27221,ocds-20h3g7-8308202,Pengadaan Aspal Paket 1,2023-02-21 00:00:00,,,749773920.0,670262400.0,Pemerintah Daerah Kabupaten Pekalongan,PT. BUKIT AURUMN SEJAHTERA,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
33795,ocds-20h3g7-RUP-13844361-42476855,Pembangunan Jalan Permukiman Sabaleh Kab. Halmahera Utara,2023-03-05 06:15:45,,,,,Pemerintah Daerah Provinsi Maluku Utara,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
24780,ocds-20h3g7-83801064,Penanganan Bencana Prasarana Sekolah Provinsi Sulawesi Tengah 2,2023-02-16 00:00:00,,,30984999852.22,25626495676.42,Kementerian Pekerjaan Umum dan Perumahan Rakyat,PT. PRATAMA GODEAN JAYA,False,False,False,False,False,True,False,1,1,1.0,high,Consistent with observed red flags
30436,ocds-20h3g7-RUP-3160321-41471579,Belanja Jasa Tenaga Teknis Pertanian dan Pangan,2023-02-27 13:50:50,,,,,Pemerintah Daerah Kabupaten Malinau,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
5309,ocds-20h3g7-RUP-4308264-38893750,Peningkatan Jalan Lingkungan RT. 03 Desa Sidorejo,2023-01-15 14:12:20,,,,,Pemerintah Daerah Kabupaten Penajam Paser Utara,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
25986,ocds-20h3g7-RUP-3773149-41667775,Pembuatan Drainase (DAK),2023-02-17 22:41:56,,,,,Pemerintah Daerah Kabupaten Parigi Moutong,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
1841,ocds-20h3g7-RUP-4457264-38922507,Pembangunan Prasarana SDN 013 Sepaku,2023-01-08 09:11:46,,,,,Pemerintah Daerah Kabupaten Penajam Paser Utara,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
11009,ocds-20h3g7-RUP-2876619-39615032,Rehab RK UPTD SD NEGERI 115 BARRU,2023-01-27 07:17:34,,,,,Pemerintah Daerah Kabupaten Barru,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
16456,ocds-20h3g7-7310250,Belanja Modal Pembangunan Labkesda Maros,2023-02-03 00:00:00,,,5000000000.0,4922127101.83,LPSE Kabupaten Maros,CV.BESTEN,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
9611,ocds-20h3g7-2638378,Jasa Konsultansi Pengawasan Irigasi (DAU),2023-01-25 00:00:00,,,299705550.0,299145000.0,Pemerintah Daerah Kabupaten Serdang Bedagai,CV.Hawarins,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
10335,ocds-20h3g7-RUP-13658308-40404784,Biaya Supervisi Drainase Lingkungan Wilayah 2,2023-01-26 18:56:23,,,,,Pemerintah Daerah Kota Medan,,False,False,True,False,False,False,False,1,1,1.0,high,Consistent with observed red flags
