source_row_idx,ocid,tender_title,tender_datePublished,tender_procurementMethod,tender_numberOfTenderers,tender_value_amount,award_value_amount,buyer_name,supplier_name,flag_short_title,flag_short_description,flag_q4_timing,flag_price_deviation,flag_high_value,flag_repeat_pair_history,flag_supplier_recent_surge,flag_buyer_value_spike,flag_count,risk_label,verified_label,confidence,notes
587,ocds-20h3g7-RUP-7748267-38904915,Rehabilitasi Gedung Kantor SAMSAT Provinsi Bengkulu (lanjutan),2023-01-05 15:47:23,,,,,Pemerintah Daerah Provinsi Bengkulu,,False,False,False,False,False,False,False,False,0,0,,,
6627,ocds-20h3g7-RUP-18061035-39885398,Pembangunan Turap / Talud / Bronjong Ruas Jalan Km. 38 - Simp. Samboja,2023-01-17 16:45:05,,,,,Pemerintah Daerah Provinsi Kalimantan Timur,,False,False,False,False,False,False,False,False,0,0,,,
36907,ocds-20h3g7-5435569,RENOVASI DAN PEMELIHARAAN GEDUNG BARAK 11 DI SPN POLDA JATENG,2023-03-10 00:00:00,,,608190000.0,606125691.67,Kepolisian Negara Republik Indonesia,CV. SARANA USAHA,False,False,False,False,False,False,False,False,0,0,,,
36117,ocds-20h3g7-RUP-2770534-42596647,harwat Gedung dan Halaman Rumkit Bhayangkara Palangka Raya TK.III Polda Kalteng,2023-03-08 14:10:30,,,,,Kepolisian Negara Republik Indonesia,,False,False,False,False,False,False,False,False,0,0,,,
13013,ocds-20h3g7-RUP-7640058-40512606,REHABILITASI RUANG KELAS DENGAN TINGKAT KERUSAKAN MINIMAL SEDANG BESERTA PERABOTNYA/ SMPN 3 NGADIROJO - DAK FISIK SMP,2023-01-30 11:26:27,,,,,Pemerintah Daerah Kabupaten Pacitan,,False,False,False,False,False,False,False,False,0,0,,,
3919,ocds-20h3g7-RUP-2660312-38459987,Pengawasan Teknis Rehabilitasi Trotoar dan Drainase Jalan Kota Bontang,2023-01-12 13:22:54,,,,,Pemerintah Daerah Kota Bontang,,False,False,False,False,False,False,False,False,0,0,,,
10001,ocds-20h3g7-9205119,Jasa Lainnya Badan Usaha Pembuatan dan Penayangan Informasi Program Kartu Prakerja Melalui Media Luar Ruang Billboard Tahun Anggaran 2023,2023-01-26 00:00:00,,,2292098141.0,1760730840.0,Bendahara Umum Negara (Kementerian Keuangan),PT INDO MENARA DIGITAL,False,False,False,False,False,False,False,False,0,0,,,
9204,ocds-20h3g7-1725190,Pengadaan Jasa Pemeliharaan Kebersihan Dalam dan Luar Gedung Rumah Sakit UI,2023-01-24 00:00:00,,,8916720007.0,8854696576.9,Universitas Indonesia,PUTRA BANYUMAS PERKASA,False,False,False,False,False,False,False,False,0,0,,,
13255,ocds-20h3g7-RUP-45800047-40805370,PENGAWASAN PEMBANGUNAN GEDUNG JURUSAN TEHNOLOGI LABORATORIUM MEDIS,2023-01-30 16:03:43,,,,,Kementerian Kesehatan,,False,False,False,False,False,False,False,False,0,0,,,
4846,ocds-20h3g7-RUP-3080597-38830490,Pembangunan Dek Dan Drainase Jalan Tanjung Dolok - Haunatas Kec. Marancar,2023-01-14 09:20:35,,,,,Pemerintah Daerah Kabupaten Tapanuli Selatan,,False,False,False,False,False,False,False,False,0,0,,,
14908,ocds-20h3g7-RUP-5170197-39005831,Perbaikan Jalan Desa Kampung Melayu Ilir RT.03 RW.01 Kecamatan Martapura Timur,2023-02-01 10:34:36,,,,,Pemerintah Daerah Kabupaten Banjar,,False,False,False,False,False,False,False,False,0,0,,,
20065,ocds-20h3g7-RUP-5525639-41063876,Belanja Jasa Konsultan Perencanaan Pembangunan Ruang Kelas Baru (RKB) beserta perabotnya SD BHP Paket I,2023-02-08 20:39:20,,,,,Pemerintah Daerah Kabupaten Mimika,,False,False,False,False,False,False,False,False,0,0,,,
18994,ocds-20h3g7-RUP-3000412-41080681,Pengaspalan Jalan di Dusun Tugu Sari Desa Sisumut Kecamatan Kotapinang ( Tahap II),2023-02-07 14:08:30,,,,,Pemerintah Daerah Kabupaten Labuhan Batu Selatan,,False,False,False,False,False,False,False,False,0,0,,,
3039,ocds-20h3g7-RUP-12009415-39373091,Pembangunan Saluran Drainase Desa Prunggahan Kulon Kec. Semanding,2023-01-11 04:42:11,,,,,Pemerintah Daerah Kabupaten Tuban,,False,False,False,False,False,False,False,False,0,0,,,
28868,ocds-20h3g7-RUP-84114064-42167289,Manajemen Konstruksi Rehabilitasi dan Renovasi Prasarana Sekolah Provinsi Sulawesi Selatan 2,2023-02-23 15:15:31,,,,,Kementerian Pekerjaan Umum dan Perumahan Rakyat,,False,False,False,False,False,False,False,False,0,0,,,
29068,ocds-20h3g7-51404015,Supervisi Rehabilitasi Jaringan Irigasi Dl. Tunjung Kabupaten Bangkalan (UPT PSDA WS Kep. Madura),2023-02-24 00:00:00,,,358872990.0,314272080.0,Pemerintah Daerah Provinsi Jawa Timur,CV. CIPTA SURAMADU CONSULTANT,False,False,False,False,False,False,False,False,0,0,,,
9222,ocds-20h3g7-1392536,PEMELIHARAAN PERALATAN ALSUS (LISENSI) DITRESKRIMSUS POLDA KEPRI T.A.2023,2023-01-24 00:00:00,,,831612000.0,828060000.0,Kepolisian Negara Republik Indonesia,PT. Surya Tekno Cemerlang,False,False,False,False,False,False,False,False,0,0,,,
15556,ocds-20h3g7-56400127,Pengadaan Jasa Konsultansi Survei Pengukuran Capaian SPM Penyelenggaraan LRT Jakarta Tahun 2023,2023-02-02 00:00:00,,,631336920.0,610411200.0,Pemerintah Daerah Provinsi DKI Jakarta,PT. Gagas Transcom,False,False,False,False,False,False,False,False,0,0,,,
143,ocds-20h3g7-RUP-29577244-38970639,Pengawasan Pembangunan Jembatan Klepek (Sukosewu - Klepek) Kec. Sukosewu ,2023-01-04 18:10:59,,,,,Pemerintah Daerah Kabupaten Bojonegoro,,False,False,False,False,False,False,False,False,0,0,,,
5133,ocds-20h3g7-RUP-18433035-39726055,Pekerjaan Rehabilitasi Nursery/Pendederan Udang Vaname UPTD.Spapal Manggar,2023-01-14 23:03:38,,,,,Pemerintah Daerah Provinsi Kalimantan Timur,,False,False,False,False,False,False,False,False,0,0,,,
35703,ocds-20h3g7-1113725,Jasa Konsultansi Pengawasan Teknis DAK Jalan - Tematik Penguatan Destinasi Wisata Prioritas,2023-03-08 00:00:00,,,307976370.0,305971500.0,Pemerintah Daerah Kabupaten Nabire,CV. NUSANTARA KONSULTAN,False,False,False,False,False,False,False,False,0,0,,,
2796,ocds-20h3g7-RUP-888482-39322055,PERLENGKAPAN HANDUK DAN PENUTUP KEPALA PERORANGAN KOMPONEN CADANGAN RAYON II TA. 2023,2023-01-10 23:34:33,,,,,Kementerian Pertahanan,,False,False,False,False,False,False,False,False,0,0,,,
4703,ocds-20h3g7-RUP-12647415-39668136,Rehabilitasi waduk Kedungdowo Desa Sumurgung Kecamatan Montong,2023-01-14 05:28:00,,,,,Pemerintah Daerah Kabupaten Tuban,,False,False,False,False,False,False,False,False,0,0,,,
30397,ocds-20h3g7-RUP-3137550-42225323,Lanjutan Rehabilitasi Berat Lapangan Sepak Bola Raja Adil Kec.Rundeng,2023-02-27 10:55:41,,,,,Pemerintah Daerah Kota Subulussalam,,False,False,False,False,False,False,False,False,0,0,,,
6229,ocds-20h3g7-20239044,PAKET 2 KAPOR DIKTUK BINTARA DAN TAMTAMA POLRI GELOMBANG 1 TA. 2023,2023-01-17 00:00:00,,,2182600965.0,2182285365.0,Kepolisian Negara Republik Indonesia,PT Nusantara Cipta Cemerlang,False,False,False,False,False,False,False,False,0,0,,,
260,ocds-20h3g7-RUP-8694037-38897282,Konsultan Pengawasan Rehabilitasi Jaringan Irigasi D.I. Daha I.II,2023-01-04 22:04:39,,,,,Pemerintah Daerah Provinsi Nusa Tenggara Barat,,False,False,False,False,False,False,False,False,0,0,,,
9953,ocds-20h3g7-RUP-20139026-38616855,Rehabilitasi ruang kelas dengan tingkat kerusakan minimal sedang beserta perabotnya SDN 005 Lubuk Baja (DAK SD 2023),2023-01-25 18:35:38,,,,,Pemerintah Daerah Kota Batam,,False,False,False,False,False,False,False,False,0,0,,,
32620,ocds-20h3g7-RUP-2230525-42394423,Rehabilitasi Jaringan Irigasi Tersier di Kelurahan Asinua Kecamatan Unaaha,2023-03-02 07:53:24,,,,,Pemerintah Daerah Kabupaten Konawe,,False,False,False,False,False,False,False,False,0,0,,,
35959,ocds-20h3g7-RUP-5352549-39571619,"Jasa Konsultansi Perencanaan Teknis Survey Kondisi Jalan (Ruas Jalan Strategis, Layanan Umum, Dalam Kota) di Kec. Sunggal",2023-03-08 09:28:08,,,,,LPSE Kabupaten Deli Serdang,,False,False,False,False,False,False,False,False,0,0,,,
15850,ocds-20h3g7-RUP-9390290-38546553,Pengesahan Rencana Detail Tata Ruang (RDTR) Kawasan Perdesaan Tungkal V,2023-02-02 09:08:14,,,,,Pemerintah Daerah Kabupaten Tanjung Jabung Barat,,False,False,False,False,False,False,False,False,0,0,,,
33348,ocds-20h3g7-11968415,Pemasangan LPJU Ruas Jalan Kec Bangilan dan  Pemasangan LPJU Ruas Jalan Kec Senori,2023-03-03 00:00:00,,,384935000.0,382425032.16,Pemerintah Daerah Kabupaten Tuban,CV. D.M. JAYA,False,False,False,False,False,False,False,False,0,0,,,
3145,ocds-20h3g7-RUP-12505415-39346991,PENINGKATAN JALAN DESA JALAN DESA TOBO RT 05 / RW 01 DESA TOBO KEC. MERAKURAK,2023-01-11 05:40:52,,,,,Pemerintah Daerah Kabupaten Tuban,,False,False,False,False,False,False,False,False,0,0,,,
36165,ocds-20h3g7-RUP-5411304-42159031,Pengaspalan Jalan dengan Hotmix Dusun Kampung Baru Desa Kutambaru kec. Kutambaru,2023-03-08 15:12:20,,,,,Pemerintah Daerah Kabupaten Langkat,,False,False,False,False,False,False,False,False,0,0,,,
34215,ocds-20h3g7-7116024,Pengawasan Sub Kegiatan Rehabilitasi Jalan Tahun 2023 Paket 1,2023-03-06 00:00:00,,,264377000.0,262610460.0,Pemerintah Daerah Kota Banjarmasin,CV. FIAZTA MATRIX CONSULTANT,False,False,False,False,False,False,False,False,0,0,,,
13133,ocds-20h3g7-RUP-20379044-40779344,RIKKES BERKALA PERSONEL POLRI DAN PNS AKADEMI KEPOLISIAN T.A 2023,2023-01-30 13:59:34,,,,,Kepolisian Negara Republik Indonesia,,False,False,False,False,False,False,False,False,0,0,,,
12497,ocds-20h3g7-2883538,Belanja Jasa Konsultansi Pengawasan Peningkatan Jalan Pesisir Utara Kec. Meral Barat Kab. Karimun,2023-01-30 00:00:00,,,274947000.0,272460600.0,Badan Pengusahaan Kawasan Perdagangan Bebas Dan Pelabuhan Bebas Batam (984423),CV. BERGIN DWI DIMENSI,False,False,False,False,False,False,False,False,0,0,,,
19468,ocds-20h3g7-RUP-5728639-41429571,Jasa Konsultansi Pengawasan Pemasangan Penerangan Jalan Lingkungan dan Permukiman Tenaga Surya,2023-02-08 09:19:42,,,,,Pemerintah Daerah Kabupaten Mimika,,False,False,False,False,False,False,False,False,0,0,,,
24873,ocds-20h3g7-RUP-19795170-41818350,Rehabilitasi Gedung Kanwil Kemenag Prov. Jawa Barat Jl. Moch. Ramdan,2023-02-16 04:16:00,,,,,Kementerian Agama,,False,False,False,False,False,False,False,False,0,0,,,
5531,ocds-20h3g7-RUP-4279140-39586173,Peningkatan SPAM Jaringan Perpipaan Desa Majatengah Kecamatan Kemangkon,2023-01-15 21:59:46,,,,,Pemerintah Daerah Kabupaten Purbalingga,,False,False,False,False,False,False,False,False,0,0,,,
15691,ocds-20h3g7-RUP-1566187-41080267,Pembangunan Ruang Laboratorium Komputer  beserta perabotnya SD Negeri  Watusongu (DAK),2023-02-02 06:38:58,,,,,LPSE Kabupaten Tojo una-una,,False,False,False,False,False,False,False,False,0,0,,,
13636,ocds-20h3g7-RUP-15992081-38474387,Pembangunan Pengaman Pantai Mattirowalie Kec. Poleang Kab. Bombana (Tahap III),2023-01-31 06:44:39,,,,,Pemerintah Daerah Provinsi Sulawesi Tenggara,,False,False,False,False,False,False,False,False,0,0,,,
24206,ocds-20h3g7-9232119,Pemanfaatan Data Dan Informasi Melalui Artificial Intelligence Dalam Proyeksi  Pengurangan Ketimpangan Berbasis Kewilayahan,2023-02-15 00:00:00,,,1236012750.0,1199771250.0,Kementerian Perencanaan Pembangunan Nasional,PT. Waditra Reka Cipta,False,False,False,False,False,False,False,False,0,0,,,
27544,ocds-20h3g7-RUP-7374331-40898022,Penguatan Data Base dan Survey Kondisi Jalan dan Jembatan Kabupaten,2023-02-21 16:00:40,,,,,Pemerintah Daerah Kabupaten Tanjung Jabung Timur,,False,False,False,False,False,False,False,False,0,0,,,
24751,ocds-20h3g7-RUP-13672308-41421241,Jasa Konsultansi Perencanaan Penyusunan DED Rehabilitasi Gedung Kantor,2023-02-15 21:50:29,,,,,Pemerintah Daerah Kota Medan,,False,False,False,False,False,False,False,False,0,0,,,
18801,ocds-20h3g7-RUP-23755099-41368905,Pengawasan Konstruksi Rehabilitasi Jaringan Irigasi D.I Cikalumpang,2023-02-07 11:24:05,,,,,LPSE Provinsi Banten,,False,False,False,False,False,False,False,False,0,0,,,
29770,ocds-20h3g7-RUP-14586154-41926161,"Pembangunan Ruang Praktik Siswa (RPS) - KK Agribisnis Tanaman Perkebunan, Ruang Bimbingan Konseling (BK), ruang laboratorium biologi, ruang UKS, ruang OSIS SMKN 1 MORI ATAS",2023-02-25 15:48:15,,,,,Pemerintah Daerah Provinsi Sulawesi Tengah,,False,False,False,False,False,False,False,False,0,0,,,
9908,ocds-20h3g7-RUP-14372154-40168623,Pekerjaan Jasa Konsultansi Pengawasan Pekerjaan Pembangunan Gedung Kantor Badan Pengelolaan Keuangan dan Aset Daerah (BPKAD) Provinsi Sulawesi Tengah (Tahap II),2023-01-25 15:38:38,,,,,Pemerintah Daerah Provinsi Sulawesi Tengah,,False,False,False,False,False,False,False,False,0,0,,,
37004,ocds-20h3g7-16787168,Pembangunan Ruang Kelas dan Pagar Pondok Pesantren Riyadul Iman Desa Ulak Teberau Kec. Lawang Wetan,2023-03-10 00:00:00,,,993160000.0,981231489.58,Pemerintah Daerah Kabupaten Musi Banyuasin,CV. AKMAL PUTRA,False,False,False,False,False,False,False,False,0,0,,,
23751,ocds-20h3g7-RUP-3451597-40089239,Pembangunan ruang guru beserta perabotnya SDN No. 100218 Janji Matogu (Sub Kegiatan Pembangunan Ruang Guru/Kepala Sekolah/TU),2023-02-14 16:02:41,,,,,Pemerintah Daerah Kabupaten Tapanuli Selatan,,False,False,False,False,False,False,False,False,0,0,,,
14074,ocds-20h3g7-RUP-9377290-40291212,Jasa Konsultansi Perencanaan Jalan (Paket 7) Kegiatan Penyediaan PSU di Perumahan,2023-01-31 12:19:50,,,,,Pemerintah Daerah Kabupaten Tanjung Jabung Barat,,False,False,False,False,False,False,False,False,0,0,,,
21807,ocds-20h3g7-RUP-5712639-41493556,Pembangunan tera tangki ukur mobil (TUM) berserta perlengkapannya,2023-02-10 19:43:29,,,,,Pemerintah Daerah Kabupaten Mimika,,False,False,False,False,False,False,False,False,0,0,,,
17339,ocds-20h3g7-RUP-14160173-41261589,REHABILITASI SEDANG/BERAT SARANA PRASARANA DAN UTILITAS SEKOLAH (DAK SMA),2023-02-04 22:33:03,,,,,Pemerintah Daerah Provinsi Sulawesi Utara,,False,False,False,False,False,False,False,False,0,0,,,
23899,ocds-20h3g7-RUP-9437161-41163525,Peningkatan Jl. Sukaramai menuju bantan RT. 03 RW. 02 Desa Pematang Duku,2023-02-14 22:08:44,,,,,Pemerintah Daerah Kabupaten Bengkalis,,False,False,False,False,False,False,False,False,0,0,,,
12091,ocds-20h3g7-RUP-3832721-40494759,Belanja Modal Rehab Berat Pembangunan Gedung Rawat Inap Melati,2023-01-29 12:32:46,,,,,Pemerintah Daerah Kabupaten Maluku Tengah,,False,False,False,False,False,False,False,False,0,0,,,
13604,ocds-20h3g7-RUP-16014081-38693877,Peningkatan Jalan Mataiwoi - Abuki - Jbt. Konaweeha Hulu (DAK Tematik PKSPP),2023-01-31 06:19:17,,,,,Pemerintah Daerah Provinsi Sulawesi Tenggara,,False,False,False,False,False,False,False,False,0,0,,,
2107,ocds-20h3g7-RUP-12650415-39187876,Rehabilitasi Sedang/ Berat Ruang Kelas SDN Gedongombo I Kec. Semanding,2023-01-09 07:31:04,,,,,Pemerintah Daerah Kabupaten Tuban,,False,False,False,False,False,False,False,False,0,0,,,
23084,ocds-20h3g7-RUP-49370106-41612381,Renovasi interior dan Penataan Halaman Rumah Dinas Kejati Aceh,2023-02-13 20:57:49,,,,,Pemerintah Daerah Provinsi Aceh,,False,False,False,False,False,False,False,False,0,0,,,
49,ocds-20h3g7-RUP-30073244-38290883,Rehabilitasi Jembatan Batas Kabupaten - Sambeng (Ruas No. 74) Kec. Kasiman APBD 2023,2023-01-04 16:39:04,,,,,Pemerintah Daerah Kabupaten Bojonegoro,,False,False,False,False,False,False,False,False,0,0,,,
30200,ocds-20h3g7-RUP-7466495-41771063,BELANJA MODAL BANGUNAN GEDUNG TEMPAT PENDIDIKAN (PEMBANGUNAN LABOR SDN 005 TELUK SEBONG),2023-02-27 08:58:13,,,,,Pemerintah Daerah Kabupaten Bintan,,False,False,False,False,False,False,False,False,0,0,,,
11213,ocds-20h3g7-RUP-13912043-39471450,Pembangunan Jalan Family RT 8 (Banua Bassinang) Kelurahan Gunung Tabur,2023-01-27 13:59:30,,,,,Pemerintah Daerah Kabupaten Berau,,False,False,False,False,False,False,False,False,0,0,,,
32349,ocds-20h3g7-RUP-31704601-42217254,Rehabilitasi Fungsi Jaringan Irigasi D.I. Cibaregbeg Kecamatan Tanjungsari,2023-03-01 18:03:28,,,,,Pemerintah Daerah Kabupaten Bogor,,False,False,False,False,False,False,False,False,0,0,,,
27736,ocds-20h3g7-5374569,PENGADAAN PEMELIHARAAN KENDARAAN BERMOTOR RODA 2 (POLRES) T.A. 2023,2023-02-22 00:00:00,,,239460300.0,238261500.0,Kepolisian Negara Republik Indonesia,CV  Audis Motor,False,False,False,False,False,False,False,False,0,0,,,
18019,ocds-20h3g7-RUP-9145156-40167926,DAK-2023 Pembangunan Ruang Laboratorium Komputer Beserta Perabotnya SDN 1 Banding Anyar Kec. Kayuagung ( 1 Ruang ),2023-02-06 15:13:41,,,,,Pemerintah Daerah Kabupaten Ogan Komering Ilir,,False,False,False,False,False,False,False,False,0,0,,,
6494,ocds-20h3g7-RUP-3554586-39546542,Penambahan Jaringan Transmisi SPAM Desa Meko Kec. Pamona Barat,2023-01-17 07:10:13,,,,,Pemerintah Daerah Kabupaten Poso,,False,False,False,False,False,False,False,False,0,0,,,
16659,ocds-20h3g7-RUP-2449379-41078700,Penambahan 3 ruang kelas beserta perabotnya SDN Bereng Balawan (DAU-2023),2023-02-03 09:26:18,,,,,Pemerintah Daerah Kabupaten Gunung Mas,,False,False,False,False,False,False,False,False,0,0,,,
1892,ocds-20h3g7-RUP-20142044-39209870,PENAMBAHAN AKSES BIOMATRIC FACE DAN FINGER PRINT SECURITY PADA INAFIS PORTABLE SYSTEM (IPS DAN DIGITALISASI AK-23) T.A. 2023,2023-01-08 17:17:36,,,,,Kepolisian Negara Republik Indonesia,,False,False,False,False,False,False,False,False,0,0,,,
16308,ocds-20h3g7-37818011,Pengadaan Annual Technical Support (ATS)  Server Lenovo dan Dell Badan Kebijakan Fiskal (BKF) Tahun 2023,2023-02-03 00:00:00,,,843267000.0,841380000.0,Kementerian Keuangan,PT. ANOMALI TRANS TEKNOLOGI,False,False,False,False,False,False,False,False,0,0,,,
6379,ocds-20h3g7-RUP-10200423-39100156,Pembangunan Talud Jalan RW 05 Desa Sumberejo Kec. Mranggen Kab. Demak,2023-01-17 03:54:26,,,,,LPSE Kabupaten Demak,,False,False,False,False,False,False,False,False,0,0,,,
1051,ocds-20h3g7-RUP-4667172-39028165,Konsultan Survey Kondisi Jalan Dengan Metode RCS dan RNI Wilayah 5 (Kintap),2023-01-06 06:22:52,,,,,Pemerintah Daerah Kabupaten Tanah Laut,,False,False,False,False,False,False,False,False,0,0,,,
32633,ocds-20h3g7-RUP-81131014-41707444,Rekonstruksi Jalan Peningkatan Jalan Tenjolaya Desa Kersaratu Kecamatan Sidamulih Kab. Pangandaran,2023-03-02 08:05:43,,,,,Pemerintah Daerah Kabupaten Pangandaran,,False,False,False,False,False,False,False,False,0,0,,,
7744,ocds-20h3g7-RUP-2200525-39690183,JASA KONSULTASI PENGAWAS KEGIATAN KONTRAKTUAL (PENUGASA)-TEMATIK 00,2023-01-19 10:23:43,,,,,Pemerintah Daerah Kabupaten Konawe,,False,False,False,False,False,False,False,False,0,0,,,
15179,ocds-20h3g7-RUP-1615187-41035160,Pembangunan Ruang Tata Usaha beserta perabotnya SMP Muhammadiyah Dolong (DAK),2023-02-01 14:37:21,,,,,LPSE Kabupaten Tojo una-una,,False,False,False,False,False,False,False,False,0,0,,,
26074,ocds-20h3g7-RUP-3430188-41935009,Pembangunan Rumah Dinas Guru SMP (DAK)  SMP NEGERI 8 KUBU (DAK),2023-02-18 09:41:04,,,,,Pemerintah Daerah Kabupaten Kubu Raya,,False,False,False,False,False,False,False,False,0,0,,,
13889,ocds-20h3g7-RUP-9364432-40897279,Jasa Konsultansi Pengawasan Pembangunan Gedung Pemerintah Desa Jemah Kecamatan Jatigede Kab. Sumedang (Pembangunan Menara Mesjid Al Kamil Panenjoan Kecamatan Jatigede (Lanjutan)(BKK JABAR),2023-01-31 11:24:43,,,,,Pemerintah Daerah Kabupaten Sumedang,,False,False,False,False,False,False,False,False,0,0,,,
36878,ocds-20h3g7-7426495,Pengawasan Teknis Rehabilitasi Jalan Nahkoda Lancang Kec. Bintan Utara,2023-03-10 00:00:00,,,118626144.0,118520250.0,Pemerintah Daerah Kabupaten Bintan,CV. EXA ENGINEERING CONSULTANT,False,False,False,False,False,False,False,False,0,0,,,
12628,ocds-20h3g7-RUP-8409113-39774779,Belanja Barang untuk Dijual / Diserahkan kepada Masyarakat Peningkatan Jalan Usaha Tani (JUT) Subak Umabun,2023-01-30 07:40:59,,,,,Pemerintah Daerah Kabupaten Badung,,False,False,False,False,False,False,False,False,0,0,,,
9630,ocds-20h3g7-2632378,Jasa Konsultan Pengawasan Kegiatan Kontraktual (DAK Tematik),2023-01-25 00:00:00,,,501633420.0,501276000.0,Pemerintah Daerah Kabupaten Serdang Bedagai,CV. KARYA DUTA BERSAMA,False,False,False,False,False,False,False,False,0,0,,,
33285,ocds-20h3g7-11963415,Pemasangan LPJU Ruas Jalan Kec Semanding Paket 1 dan Pemasangan LPJU Ruas Jalan Mondokan dan Mondokan Raya Kel. Mondokan Kec. Tuban,2023-03-03 00:00:00,,,316911000.0,313422031.69,Pemerintah Daerah Kabupaten Tuban,PT.feribo karya utama,False,False,False,False,False,False,False,False,0,0,,,
23138,ocds-20h3g7-RUP-49688106-41650272,Peningkatan Jalan Desa Gulo Kec. Darul Hasanah Kab. Aceh Tenggara,2023-02-13 21:15:22,,,,,Pemerintah Daerah Provinsi Aceh,,False,False,False,False,False,False,False,False,0,0,,,
16753,ocds-20h3g7-RUP-7018098-40117945,Rehabilitasi ruang kelas dengan tingkat kerusakan minimal sedang beserta perabotnya SMPN 2 CURUGBITUNG,2023-02-03 09:40:48,,,,,Pemerintah Daerah Kabupaten Lebak,,False,False,False,False,False,False,False,False,0,0,,,
2666,ocds-20h3g7-RUP-1303384-39360688,Pengadaan Belanja Jasa Lainnya Penempatan Tenaga Berbantuan Verifikasi Persyaratan Dasar Pada Kementerian Investasi/BKPM TA 2023,2023-01-10 16:52:40,,,,,Kementerian Investasi / Badan Koordinasi Penanaman Modal,,False,False,False,False,False,False,False,False,0,0,,,
18149,ocds-20h3g7-RUP-6330460-41344008,"Rekonstruksi Tanggul Penahan Tebing Sungai Labuhanhaji, Gampong Pisang",2023-02-06 19:51:07,,,,,Pemerintah Daerah Kabupaten Aceh Selatan,,False,False,False,False,False,False,False,False,0,0,,,
19623,ocds-20h3g7-RUP-3837633-40013354,[-] Pembangunan ruang laboratorium komputer SDN Wade Kec Wae Rii (DAK),2023-02-08 10:46:53,,,,,Pemerintah Daerah Kabupaten Manggarai,,False,False,False,False,False,False,False,False,0,0,,,
22351,ocds-20h3g7-RUP-6889052-39273064,Peningkatan Saluran Irigasi RT 09 desa sebakung kecamatan Long Kali,2023-02-13 08:49:52,,,,,Pemerintah Daerah Kabupaten Paser,,False,False,False,False,False,False,False,False,0,0,,,
